id,dialogue,scam_type,language,label,label_description
585,"uh... Hey there, this is an automated message from TRAI. Your mobile number will be permanently actually, disconnected in 4 hours. To avoid this, select 1. (presses 1) Hello sir. To cancel the disconnection, could you send your Aadhaar number for re-verification. TRAI doesn't work this way. This is a scam robocall.",sim_block_scam,English,2,scam
586,"Hi sir, this is from Instagram verification team. Your banking account has been flagged. Flagged for what? Suspicious login sir. send OTP code to prevent account deletion. Instagram communicates through the app itself, not via phone calls. Sir this is a new process— Blocking this number.",tech_support,English,2,scam
587,"Greetings sir, naan Facebook security team-la irundhu call pannuren. Unga profile hack attempt aayiruchu. Enna? Sir, OTP code give pannunga, secure pannuvom. Facebook phone-la OTP kelkka maataranga. Scam.",tech_support,Tamil-English,2,scam
588,"Hello sir, naan Facebook security team-la irundhu call pannuren. Unga profile hack attempt aayiruchu. Enna? Sir, OTP code submit pannunga, secure pannuvom. Facebook phone-la OTP kelkka maataranga. Scam.",tech_support,Tamil-English,2,scam
589,"Hey sir, Windows license has expired on your computer. Your data will be wiped in 24 hours. Really? Yes sir. Call this number: 1800-xxx-xxx for Microsoft support. Microsoft sends license notices via email, not robocalls. This is a scam.",tech_support,English,2,scam
590,"Hey there sir, Windows license has expired on your computer. Your data will be wiped listen, in 24 hours. Really? Yes sir. Call this number: 1800-xxx-xxx for Microsoft support. Microsoft sends license notices via email, not robocalls. This is a scam.",tech_support,English,2,scam
591,"Greetings sir, I'm from the pension department. Your pension for the last 3 months has not been credited due to a identity verification lapse. Oh, what should I do? Sir, send your pension account details number and Aadhaar to reactivate. Why would you need that over phone? I'll visit the pension office directly. Sir, this is faster— No, I'll check in person.",bank_fraud,English,2,scam
592,"Hey sir, I'm from the pension department. Your pension for the last 3 months has not been credited due to a Know Your Customer lapse. Oh, what should I do? Sir, send your pension banking account number and Aadhaar to reactivate. Why would you need that over phone? I'll visit the pension office directly. Sir, this is faster— No, I'll confirm in person.",bank_fraud,English,2,scam
593,"Greetings sir, this is from Indian Oil's loyalty program. Your 12,000 fuel opints are about to expire. How do I use them? Sir, call our redemption number and provide your card details. I'll redeem vai the official XTRAPOWER app. Not comfortable sharing card details on a call.",bank_fraud,English,2,scam
594,"Good day sir, unga GPay-la 2000 rupees cashback pending irukku. Today claim pannanaum. Eppadi claim pannuvein? Sir, security code send pannunga. GPay cashback-ku OTP share panna maatein. App-la check pannuvein. Suspicious.",bank_fraud,Tamil-English,2,scam
595,"Greetings sir, unga GPay-la 2000 rupees cashback pending irukku. Today claim pannanaum. Eppadi claim pannuvein? Sir, verification code send pannunga. GPay cashback-ku OTP share panna maatein. App-la check pannuvein. Suspicious.",bank_fraud,Tamil-English,2,scam
596,"Hey sir, HDFC credit card ke points redeem karo. 15,000 points expire ho rahe hain kal. Kaise erdeem karun? Sir, card CVV aur one-time password send karo redemption ke liye. VCV aur OTP share karne ki zaroorat nahi honi chahiye. Man HDFC app se redeem karunga.",bank_fraud,Hindi-English,2,scam
597,"Greetings sir, HDFC credit card ke um... points redeem karo. 15,000 points expire ho rahe hain kal. Kaise redeem karun? Sir, card CVV aur actually, security code submit karo redemption ke liye. CVV aur OTP share karne ki zaroorat nahi honi chahiye. Main HDFC app se redeem karunga.",bank_fraud,Hindi-English,2,scam
598,"Greetings, this is from the census department. We are conducting a household survey for the 2025 census. Okay, go ahead. How many members in your house, and what is your total monthly household income? I'm fine sharing family size, but I'd prefer not to provide income with an unknown caller. Sir, it's confidential. I'll respond through the official census portal link from the government website.",survey_call,English,0,neutral
599,"Good day, this is from census department. We are conducting household survey for 2025 census. Okay, go ahead. How many members in your house, and what is your total monthly household income? I'm fine sharing family size, but I'd prefer not to submit income with unknown caller. Sir, it's confidential. I'll respond through the official census portal link from government website.",survey_call,English,0,neutral
600,"Greetings sir, naan oru leading OTT platform-la irundhu call pannuren. Special offer — 1 year subscription sirf 99 rupees. Official price 1499 rupees dhaane? Sir, special employee offer. Just card details send pannunga. OTT platform never calls for card details. Scam-a irukkum. Website-la check pannuvein.",bank_fraud,Tamil-English,2,scam
601,"Hey there sir, naan oru leading OTT platform-la irundhu call pannuren. Special offer — 1 year subscription sirf 99 rupees. Official price 1499 rupees dhaane? Sir, special employee offer. Just card details provide pannunga. OTT platform never calls for card details. Scam-a irukkum. Website-la check pannuvein.",bank_fraud,Tamil-English,2,scam
602,"Greetings sir, this is from Netflix billing. Your subscription failed to renew. Oh no. Sir, to reactivate, provide your card number and CVV. Netflix never asks for card details over call. I'll change payment on the Netflix website. Sir, account details will be deleted— Thank you, goodbye.",bank_fraud,English,2,scam
603,"Hey sir, this is from Netflix billing. Your subscription failed to renew. Oh no. Sir, to reactivate, send your card number and CVV. Netflix never asks for card details over call. I'll upgrade payment on the Netflix website. Sir, banking account will be deleted— Thank you, goodbye.",bank_fraud,English,2,scam
604,"Hey, is this Mr. Krishnamurthy? Yes. Sir, this is from the NPCI. Your UPI ID has been cloned by a fraudster. Oh! How? Sir, to block the clone, confirm your UPI PIN. UPI PIN is never to be shared with anyone, including NPCI. This is a fraud call.",bank_fraud,English,2,scam
605,"Greetings, is this Mr. Krishnamurthy? Yes. Sir, this is from the NPCI. Your UPI ID has been cloned by a fraudster. Oh! How? Sir, to block the clone, confirm your UPI PIN. UPI PIN is never to be shared with anyone, including NPCI. This is a fraud call.",bank_fraud,English,2,scam
606,"Hello sir, main Axis Bank digital security se Rahul. Aapke net banking mein Rajasthan se suspicious login detect hua. Kya karna chahiye? Sir, account lock karne ke liye net banking password bata dijiye. Password phone par? Kabhi nahi. Sir yeh emergency procedure hai. Aap fraud ho. Goodbye.",bank_fraud,Hindi-English,2,scam
607,"Namaste sir, Kotak Bank fraud department se Preeti. Aapke account se UPI transaction attempt hua jo humne block kiya. 12,000 rupees tha. Toh kya karna hai? Sir, OTP confirm karke hum permanently block kar denge. OTP share karna safe hai kya? Nahi sir, main Kotak helpline number pe khud call karunga.",bank_fraud,Hindi-English,2,scam
608,"Hey madam, naan NPS helpline-la irundhu pesuren. Unga National Pension Scheme profile dormant aayiruchu. Enna pannanum? Madam, reactivate panna bank account password give pannunga. Bank password share pannuvaa? NPCI or NPS kabhi ippadi kelkka maatanga. Fraud.",bank_fraud,Tamil-English,2,scam
609,"Greetings madam, naan NPS helpline-la irundhu pesuren. Unga National Pension Scheme banking account dormant aayiruchu. Enna pannanum? Madam, reactivate panna bank account password give pannunga. Bank password share pannuvaa? NPCI or NPS kabhi ippadi kelkka maatanga. Fraud.",bank_fraud,Tamil-English,2,scam
610,"Greetings sir, I represent a charity running schools in rural Rajasthan. Can you donate? What's the organization name? Shiksha Seva Foundation. Let me look it up on Ngo.gov.in... I don't see it listed. We may not be on that portal yet. I'll donate only to verified NGOs. could you send me registration documents by email first.",donation_scam,English,1,slightly_suspicious
611,"Hey sir, I represent a charity running schools in rural Rajasthan. Can you donate? What's the organization name? Shiksha Seva Foundation. Let me look it up on Ngo.gov.in... I don't see it listed. We may not be on that portal yet. I'll donate only to verified NGOs. kindly send me registration documents by email first.",donation_scam,English,1,slightly_suspicious
612,"Greetings sir, I'm speaking from HDFC Bank feedback team. Do you have a minute to rate your recent branch experience? Sure. On scale of 1 to 5, how would you rate the service? 4, staff was helpful. Any suggestions? Maybe faster queuing. Thank you sir, your feedback is noted.",genuine_service,English,0,neutral
613,"Greetings sir, I'm calling on behalf of the HDFC Bank feedback team. Do you have a minute to rate your recent branch experience? Sure. On a scale of 1 to 5, how would you rate the service? 4, the staff was helpful. Any suggestions? Maybe faster queuing. Thank you sir, your feedback is noted.",genuine_service,English,0,neutral
614,"Hey there sir, min Tata Motors se bol raha hoon. Aapki acr ka service reminder. Haan, 5000 km ho gaye hain. Sir, nearest service center mein appointment book karna chahenge? Haan, Saturday ko. Done sir. Confirmation SMS aa jayega.",genuine_service,Hindi-English,0,neutral
615,"Hey sir, naan Maruti Suzuki service center-la irundhu Suresh pesuren. Unga car service due. Seri, appointment fix pannungal. Sir, Saturday 10 AM available. Confirm pannalama? Seri, confirm pannunga. Nandri.",genuine_service,Tamil-English,0,neutral
616,"Hi sir, naan Maruti Suzuki service center-la irundhu Suresh pesuren. Unga car service due. Seri, appointment fix pannungal. Sir, Saturday 10 AM available. Confirm pannalama? Seri, confirm pannunga. Nandri.",genuine_service,Tamil-English,0,neutral
617,"Greetings, this is from the UIDAI helpline. Your Aadhaar change request for mobile number change has been processed. How olng will it take to reflect? Within 24 to 72 hours sir. You can authenticae on the myAadhaar portal. Thank you.",genuine_service,English,0,neutral
618,"Hi, this is from the UIDAI helpline. Your Aadhaar renew request for mobile number change has been processed. How long will it take to reflect? Within 24 to 72 hours sir. You can check on the myAadhaar portal. Thank you.",genuine_service,English,0,neutral
619,"Good day sir, this is from a local cybercafe. A scam caller is pretending to be from your bank. could you be careful. Thank you for the warning. Sir, we noticed suspicious calls targeting people in our area. Always validate by calling the number on the back of your card. That's very helpful. Thank you.",genuine_service,English,0,neutral
620,"Hey sir, this from local cybercafe. scam caller is pretending to be from your bank. kindly be careful. Thank you for warning. Sir, we noticed suspicious calls targeting people in our area. Always validate by calling number on the back of your card. That's very helpful. Thank you.",genuine_service,English,0,neutral
621,"Aapka Kotak Bank account details mein 10,000 se kam balance hai. Minimum balance maintain karein warna charges lagte hain. kindly RTGS ya NEFT se fund transfer karein.",hard_negative,Hindi-English,0,neutral
622,"Aapka Kotak Bank account details mein 10,000 se kam balance hai. Minimum balance maintain karein warna charges lagte hain. could you RTGS ya NEFT se fund transfer karein.",hard_negative,Hindi-English,0,neutral
623,"Sir, unga SBI banking account-la minimum balance 500 rupees below irukku. Charges avoid panna today transfer pannunga. SBI YONO app use pannalam.",hard_negative,Tamil-English,0,neutral
624,"Sir, unga SBI account details-la minimum balance 500 rupees below irukku. Charges avoid panna today transfer pannunga. SBI YONO app use pannalam.",hard_negative,Tamil-English,0,neutral
625,"Greetings sir, this is from CIBIL helpline. You requested your credit report. Yes, I did. Your credit score is 762 as of today. That's good. Can I get a full breakdown? Sir, detailed report will be emailed to your registered address within 2 days. Perfect, thank you.",genuine_service,English,0,neutral
626,"Hey sir, main naukri.com ke job alert team se bol raha hoon. Aapke profile ke liye 3 naye job openings aa gayi hain. Kaunsii companies? TCS, Wipro aur L&T Infotecch sir. Links email par bhej raha hoon. Shukriya, check karunga",genuine_service,Hindi-English,0,neutral
627,"Good day sir, main naukri.com ke job alert team se bol raha hoon. Aapke profile ke liye 3 naye job openings aa gayi hain. Kaunsi companies? TCS, Wipro aur L&T Infotech sir. Links email par bhej raha hoon. Shukriya, check karunga.",genuine_service,Hindi-English,0,neutral
628,"Hey sir, naan Airtel fiber support-la irundhu call pannuren. Unga connection situation resolved aayiruchu. Haan, now connection fast-aa irukku. Sir, speed test once try pannunga confirm panna. Speed 200 Mbps varudhu. Perfect, nandri.",telecom_service,Tamil-English,0,neutral
629,"Greetings sir, naan Airtel fiber support-la irundhu call pannuren. Unga connection concern resolved aayiruchu. Haan, now connection fast-aa irukku. Sir, speed test onnce try pannunga confirm panna. Speed 200 Mbps varudhu. Perfect, nandri.",telecom_service,Tamil-English,0,neutral
630,"Hey madam, this is from Bajaj Finance. Your loan EMI for this month has been debited successfully. Thank you. What is the balance outstanding? Madam, your outstanding is 1,24,500 rupees. 14 EMIs remaining. Okay, thank you.",genuine_bank,English,0,neutral
631,"Hi sir, this is from IndusInd Bank's vehicle loan team. Yes? Your loan for your bike has been pre-approved. You can pick up the vehicle this week. That's excellent! What's the interest rate? 9.75% per annum sir. EMI would be 3,800 per month for 36 months. That sounds fair. I'll visit the showroom today.",genuine_bank,English,0,neutral
632,"Hello sir, this is from IndusInd Bank's vehicle loan team. Yes? Your loan for your bike has been pre-approved. You can pick up the vehicle this week. That's excellent! What's the interest rate? 9.75% per annum sir. EMI would be 3,800 per month for 36 months. That sounds fair. I'll visit the showroom today.",genuine_bank,English,0,neutral
633,"Good day madam, basically, naan Apollo pharmacy home delivery-la irundhu call pannuren. Unga order ready. When will it arrive? Today evening between 5 and 7 madam. Okay, I'll be home by then. Thank you.",delivery_service,English,0,neutral
634,"Hey madam, naan Apollo pharmacy home delivery-la irundhu call pannuren. Unga order ready. When will it arrive? Today evening between 5 and 7 madam. Okay, I'll be home by then. Thank you.",delivery_service,English,0,neutral
635,"Hello sir, main Hyundai service center se Rajan. Aapki car service complete ho gayi. Kab pickup kar sakte hain? Aaj shaam 6 baje tak. Total charge 4,500 rupees sir, jaise estimate diya tha. Perfect. Aa raha hoon.",genuine_service,Hindi-English,0,neutral
636,"Namaste sir, main LIC ombudsman office se Priya bol rahi hoon. Aapne hamare office mein complaint ki thi? Haan, 2 mahine pehle. Sir, aapki complaint review ho rahi hai. 15 working days mein response milega. Kya mujhe kuch aur document submit karna hoga? Nahi sir, jo aapne bheja tha woh sufficient hai. Shukriya.",genuine_service,Hindi-English,0,neutral
637,"Greetings sir, IT helpdesk calling. Your office email password expires tomorrow. Thanks for the reminder. could you reset it via the self-service portal at hr.company.com before tomorrow midnight. Got it, will do today.",it_support,English,0,neutral
638,"Hey sir, IT helpdesk calling. Your office email password expires tomorrow. Thanks for the reminder. could you reset it via the self-service portal at hr.company.com before tomorrow midnight. Got it, will do today.",it_support,English,0,neutral
639,"Good day sir, this is from a government skill development program. You are eligible for free certification course. Which course? Python programming sir. Fee waived. Just pay 1,500 admin charges. Free course with admin charges? Government courses are generally fully free. Let me check.",govt_scheme,English,1,slightly_suspicious
640,"Greetings sir, this is from a government skill development program. oYu are eligible for free certification course. Which course? Python programming sir. Fee waived. Just pay 1,500 admin charges. Free course with admin ccharges? Government courses are generally fully free. Let me authenticate.",govt_scheme,English,1,slightly_suspicious
641,"Namaste madam, main Crypto Wealth Partners se Ankit. Bitcoin arbitrage mein 25% monthly guaranteed returns. Guaranteed returns in crypto? Impossible. Demo account dena possible hai? Minimum deposit 50,000 se hi start hota hai. Pehle SEBI proof dijiye.",investment_fraud,Hindi-English,1,slightly_suspicious
642,"Namaste madam, main SolarGen startup se Arun bol raha hoon. Roof par solar panls lagane ki scheme hai, government subsidy ke saath. Kitni subsidy milti hai? 30 percent central government ki, plus state ki alag. Monthly bijli bill zero ho jaata hai. Yeh MNRE registered hai? Haan madam, PM Surya Gahr scheme ke under registered hain.",investment_fraud,Hindi-English,1,slightly_suspicious
643,"Hey there sir, naan oru idgital marketing company-la irundhu call pannuren. Social media management service, 3000 per month. Enna service include? Instagram, Facebook pposting. Guaranteed followers increase. Guaranteed followers guarantee panna mudiyaadhu legally. Company details emial pannunga, check pannuvein.",investment_fraud,Tamil-English,1,slightly_suspicious
644,"Hi sir, naan oru digital marketing company-la irundhu call pannuren. Social media management service, 3000 per month. Enna service include? Instagram, Facebook posting. Guaranteed followers increase. Guaranteed followers guarantee panna mudiyaadhu legally. Company details email pannunga, check pannuvein.",investment_fraud,Tamil-English,1,slightly_suspicious
645,"Good day sir, I represent a legal firm. We are filing a class action suit against a bank that defrauded thousands of customers. You may be eligible for compensation. Which bank? Sir, we need a 2,000 rupees legal fee to add your name to the suit. Legitimate class action suits don't charge plaintiffs upfront. This is suspicious.",social_engineering,English,2,scam
646,"Hey there sir, I represent a legal firm. We are filing a class action suit against a bank that defrauded thousands of customers. You may be eligible for compensation. Which bank? Sir, we need a 2,000 rupees legal fee to add your name to the suit. Legitimate class action suits don't charge plaintiffs upfront. This is suspicious.",social_engineering,English,2,scam
647,"Greetings sir, this is from a travel rewards program. You've earned a free stay at a 5-star hotel in Goa. I didn't sign up for any program. Sir, it was automatic through your credit card spending. Can you send official documentation from the credit card company? Sir, I can process now, just need your card number to authenticate. I'll call my bank directly to verify this offer. Thank you.",bank_fraud,English,2,scam
648,"Greetings sir, this is from a travel rewards program. You've earned a free stay at a 5-star hotel in Goa. I didn't sign up for any program. Sir, it was automatic through your credit card spending. Can you submit official documentation from the credit card company? Sir, I can process now, just need your card number to check. I'll call my bank directly to verify this offer. Thank you.",bank_fraud,English,2,scam
649,"Hello sir, main PM Ujjwala Yojana helpline se Ramesh. Aap LPG connection ke liye eligible hain. Bas Aadhaar number verify karein aur subsidy transfer shuru ho jayegi. Aadhaar main phone par share nahi karta. Official portal par apply karunga. Sir, portal se time lagega, main direct process kar sakta hoon. Nahi, main khud portal par check karunga.",govt_scheme,Hindi-English,1,slightly_suspicious
650,"Namaste madam, main PM Awas Yojana department se. Housing allocation available hai. Madam, income proof aur bank account number share karein. Bank account phone par nahi dunga. Official website batao, wahan apply karungi.",govt_scheme,Hindi-English,1,slightly_suspicious
651,"Greetings sir, naan Gold loan company-la irundhu call pannuren. Gold deposit pannunga, 3% monthly interest. 3% monthly-aa? Aama sir, 36% annually. Safe investment. 36% interest gold loan company offer panna maatanga. Fraud-a irukkum. authenticate pannuvein.",investment_fraud,Tamil-English,1,slightly_suspicious
652,"Good day sir, naan Gold loan company-la irundhu call pannuren. Gold deposit pannunga, 3% monthly interest. 3% monthly-aa? Aama sir, 36% annually. Safe investment. 36% interest gold loan company offer panna maatanga. Fraud-a irukkum. confirm pannuvein.",investment_fraud,Tamil-English,1,slightly_suspicious
653,"Hey, this is from a car insurance company. Your policy renewal is due. We have a 40% discount today only. What's the company name? RoadSure Insurance sir. I haven't heard of this company. Is it IRDAI registered? Yes sir, recently registered. I'll check on IRDAI website before switching.",insurance_call,English,0,neutral
654,"Hello sir, main aapke purane dost Rajesh ka bhai bol raha hoon. Rajesh abhi hospital mein hain, emergency hai. Kya hua? Accident hua. Turant 20,000 ki zaroorat hai. Mujhe Rajesh ke ghar waalon ka number do. Unhe call karke confirm karunga. Sir time nahi hai. Confirm kiye bina paisa nahi dunga.",social_engineering,Hindi-English,2,scam
655,"Hi, main HR department se Riya bol rahi hoon. Aapke account mein salary transfer mein problem aayi. Updated bank account details chahiye mujhe. Bank details email pe share karunga, phone par nahi. Sir urgent hai, today ka cutoff hai. Email mein bhejiye, verify karke update karunga.",social_engineering,Hindi-English,2,scam
656,"Greetings madam, naan oru e-learning platform-la irundhu call pannuren. UPSC coaching free, bas 500 rupees registration. Free course-ku registration fee? Admin charge madam. Official government coaching centers free-aa provide panurathu. This is suspicious.",investment_fraud,Tamil-English,1,slightly_suspicious
657,"Greetings, is this Mrs. Anita? Yes. Madam, your son Rahul met with an accident. He is in the hospital. We need 50,000 rupees for emergency surgery. What? Which hospital? Fortis Noida, madam. could you transfer right away, no time. Let me call Rahul directly— Madam, his phone is broken! I'm calling him now. If this is a real emergency I'll reach him. Goodbye.",social_engineering,English,2,scam
658,"Namaste, main aapke bete Arjun ke dost ka dost bol raha hoon. Arjun accident mein hai, 60,000 chahiye turant. Main apne bete ko call karta hoon. Sir, unka phone tod gaya hospital mein. Main hospital jaata hoon khud. Pehle validate karunga. Yeh emotional fraud lag raha hai.",social_engineering,Hindi-English,2,scam
659,"Hey, sir naan unga son Karthik-in dost pesuren. Accident aayiruchu. 40,000 turant transfer pannunga. Karthik-ku call pannuren first. Sir, phone kaigal aayiruchu. Naan hospital poven. Call cut pannuren. Idhu emotional scam.",social_engineering,Tamil-English,2,scam
660,"Good day, sir naan unga son Karthik-in dost pesuren. Accident aayiruchu. 40,000 turant transfer pannunga. Karthik-ku call pannuren first. Sir, phone kaigal aayiruchu. Naan hospital poven. Call cut pannuren. Idhu emotional scam.",social_engineering,Tamil-English,2,scam
661,"Good day sir, this is a recorded message from the State Bank of India. Your profile has been temporarily locked. choose 1 to speak with a representative. (presses actually, 1) Hello? Sir, to unlock your account, provide your internet banking username and password. SBI would never ask for password. This is a vishing scam. I'm calling the real SBI helpline.",bank_fraud,English,2,scam
662,"Good day sir, this is recorded message from the State Bank of India. Your account details been temporarily locked. enter 1 to speak with representative. (presses 1) Hello? Sir, to unlock your account, give your internet banking username and password. SBI would never ask for password. This a vishing scam. I'm calling real SBI helpline.",bank_fraud,English,2,scam
663,"Hey sir, Amazon se bol raha hoon. Aapka banking account kisi ne hack kiya. OTP code send karein. Main app par check karta hoon. Sir, jaldi karo warna order look, place ho jayega. App mein okay kuch nahi dikh raha. OTP nahi dunga. Yeh fraud hai.",bank_fraud,Hindi-English,2,scam
664,"Greetings sir, Amazon se bol raha hoon. Aapka banking account kisi ne hack kiya. one-time password send karein. Main app par check karta hoon. Sir, jaldi karo warna order place ho jayega. App mein kuch nahi dikh raha. OTP nahi dunga. Yeh fraud hai.",bank_fraud,Hindi-English,2,scam
665,"Greetings sir, naan Amazon India-la irundhu pesuren. Unga banking account-la unauthorized order placed. Enna order? Sir, verification code provide pannunga, cancel pannuvom. Amazon app-la check pannuren — order illaye. OTP share panna maatein. Scam.",bank_fraud,Tamil-English,2,scam
666,"Hey sir, naan Amazon India-la irundhu pesuren. Unga account details-la unauthorized order placed. Enna order? Sir, OTP code send pannunga, cancel pannuvom. Amazon app-la check pannuren — order illaye. OTP share panna maatein. Scam.",bank_fraud,Tamil-English,2,scam
667,"Greetings sir, I'm calling about a fantastic online casino opportunity where you can triple your money in 7 days. That sounds illegal. Sir, it's completely legal in our jurisdiction. Only 10,000 investment required. Online gambling investment calls are scams. Blocking your number.",investment_fraud,English,2,scam
668,"Hey sir, I'm calling about a fantastic online casino opportunity where you can triple your money in 7 days. That sounds illegal. Sir, it's completely legal in our jurisdiction. Only 10,000 investment required. Online gambling investment calls are scams. Blocking your number.",investment_fraud,English,2,scam
669,"Greetings, aapko ek secret trading app mein invite kiya ja raha hai. 200% return in 30 days. Kaunsa app? CryptoVault sir. Invite only. 200% in 30 days? Yeh impossible aur illegal hai. Fraud!!",investment_fraud,Hindi-English,2,scam
670,"Good day, aapko ek secret trading app mein invite kiya ja raha hai. 200% return in um... 30 days. Kaunsa app? CryptoVault sir. Invite only. 200% in actually, 30 days? Yeh impossible aur illegal hai. Fraud.",investment_fraud,Hindi-English,2,scam
671,"Hey sir, naan oru crypto trading platform-la irundhu calll pannuren. 150% monthly returns. Eppadi possible? AI algorithm sir. Proven track record. 150% monthly nobody can guarantee. cSam dhaan idhu.",investment_fraud,Tamil-English,2,scam
672,"Hi madam, your car has been involved in a hit-and-run incident as per our surveillance cameras. What? Where? At MG Road junction madam. To close the case pay 12,000 settlement fee. Police doesn't call for settlement fees. I'll visit the police station.",digital_arrest_scam,English,2,scam
673,"Greetings madam, yur car has been involved in a hit-and-run incident as per our surveillance cameras. What? Where? At MG Road junction madam. To close the case pay 12,000 settlement fee. Police doesn't call for settlement fees. I'll visit the police station.",digital_arrest_scam,English,2,scam
674,"Sir, main cyber police se bol raha hoon. Aapke bank banking account se illegal hawala transfer hua. Mujhe kuch pata nahi. Sir, proof hai. 2 lakh bhejo, case band ho jayega. Police kabhi phone par settlement nahi karti. Complaint darta hoon.",digital_arrest_scam,Hindi-English,2,scam
675,"Sir, main cyber police se bol raha hoon. Aapke bank account details okay se illegal hawala transfer hua. Mujhe kuch pata nahi. Sir, proof hai. 2 lakh bhejo, case band ho jayega. Police kabhi phone par settlement nahi karti. Complaint darta hoon.",digital_arrest_scam,Hindi-English,2,scam
676,"Greetings sir, naan cyber crime police-la irundhu pesuren. Unga profile-la illegal transaction detect aayiruchu. Illai, naan ippadi panna maatein. Sir, 1.8 lakh pay pannunga, case close aagum. Police ippadi call panni cash kelkka maataaranga. 1930-ku report panruven.",digital_arrest_scam,Tamil-English,2,scam
677,"Hey sir, naan cyber crime police-la irundhu pesuren. Unga account details-la illegal transaction detect aayiruchu. Illai, naan ippadi panna maatein. Sir, 1.8 lakh pay pannunga, case close aagum. Police ippadi call panni cash kelkka maataaranga. 1930-ku report panruven.",digital_arrest_scam,Tamil-English,2,scam
678,"Hey, this is Officer Verma from Anti Terrorist Squad. Your SIM card is being misused by a terrorist group. That's impossible. Sir, to clear your name pay 1 lakh to our secure account details. ATS doesn't call with ransom demands. This is absurd fraud. Reporting to 100.",digital_arrest_scam,English,2,scam
679,"Good day sir, congratulations! You've been selected as a brand ambassador for a leading company. Earn 50,000 monthly. Really? Which company? LifeStyle India sir. Just pay 10,000 to start. Pay to become a brand ambassador? Scam.",job_scam,English,2,scam
680,"Greetings sir, congratulations! You've been selected as a brand ambassador for a leading company. Earn 50,000 monthly. Really? Which company? LifeStyle India sir. Just pay 10,000 to start. Pay to become a brand ambassador? Scam.",job_scam,English,2,scam
681,"Good day sir, aap ek multinational ke brand ambassador ban sakte hain. 60,000 monthly. Sirf 12,000 registration fee. Registration kyon? Brand kit ke liye. Brand ambassador banane ke liye registration nahi hoti. Fraud hai???",job_scam,Hindi-English,2,scam
682,"Greetings sir, naan oru FMCG company-la irundhu call pannuren. Brand ambassador opportunity, 55,000 monthly. Enna requirements? Sir, 8000 registration fee pay pannunga. Yen registration fee? Scam-nu theriyudhu.",job_scam,Tamil-English,2,scam
683,"Good day sir, naan oru FMCG company-la irundhu call pannuren. Brand ambassador opportunity, 55,000 monthly. Enna requirements? Sir, 8000 registration fee pay pannunga. Yen registration fee? Scam-nu theriyudhu.",job_scam,Tamil-English,2,scam
684,"Hello, I'm calling on behalf of a popular dating app. Your premium subscription is expiring. Renew for 499 per month. I don't use this app. Sir, someone is using your identity on the app. Pay 499 to remove your profile. That makes no sense. You're asking me to pay to delete a profile I don't have? Scam.",social_engineering,English,2,scam
685,"Hello, I'm representing a popular dating app. Your premium subscription is expiring. Renew for 499 per month. I don't use this app. Sir, someone is using your identity on the app. Pay 499 to remove your profile. That makes no sense. You're asking me to pay to delete a profile I don't have? Scam.",social_engineering,English,2,scam
686,"Hey sir, aap ek matrimonial site ka premium membership auto-renewed hua hai. 2,000 charge ho gaye. Maine membership nahi li. Sir, repayment ke liye one-time password give karo. Refund ke liye OTP nahi hoti. Yeh fraud hai.",social_engineering,Hindi-English,2,scam
687,"Hi sir, aap ek matrimonial site ka premium membership auto-renewed hua hai. 2,000 charge ho gaye. Maine membership nahi li. Sir, money back ke liye security code give karo. Refund ke liye OTP nahi hoti. Yeh fraud hai.",social_engineering,Hindi-English,2,scam
688,"Good day madam, naan oru matrimony site-la irundhu call pannuren. Premium plan auto-renew aayiruchu, 1800 rupees deduct. Naan member illaye. Madam, repayment panna OTP code give pannunga. OTP share panna maatein. Idhu obvious fraud.",social_engineering,Tamil-English,2,scam
689,"Greetings madam, naan oru matrimony site-la irundhu call pannuren. Premium plan auto-renew aayiruchu, 1800 rupees deduct. Naan member illaye. Madam, repayment panna security code submit pannunga. OTP share panna maatein. Idhu obvious fraud.",social_engineering,Tamil-English,2,scam
690,"Hello sir, I'm from an insurance advisory firm. We've identified that your family is underinsured. How would you know that? Data analytics sir. You need a 1 crore term plan. We can set it up now. Can I check your company? Sir, offer valid only today. Pay premium now. No legitimate insurance sale requires on-the-spot payment today. I'll take my time.",insurance_fraud,English,1,slightly_suspicious
691,"Good day, naan credit rating company-la irundhu call pannuren. Unga CIBIL score improve pannalam, just 2000 rupees. How? We remove negative entries sir. Only time and good financial behavior improves CIBIL. Nobody can remove legitimate entries for money. This is fraud.",bank_fraud,English,2,scam
692,"Hey, naan credit rating company-la irundhu call pannuren. Unga CIBIL score improvee pannalam, just 2000 rupees. How? We remove negative entries isr. Only time and good financial behavior improves CIBIL. Nobody can remove legitimate entries for money. This is fraud.",bank_fraud,English,2,scam
693,"Greetings sir, naan CIBIL improvement service-la irundhu call pannuren. 2500 rupees-la unga score 750+ aagum. Eppadi? Negative entries remove pannuvom. CIBIL entries genuinely only clear aagum. Fraud dhaan idhu.",bank_fraud,Tamil-English,2,scam
694,"Hey there sir, naan CIBIL improvement service-la irundhu call pannuren. 2500 rupees-la unga score 750+ aagum. Eppadi? Negative entries remove pannuvom. CIBIL entries genuinely only clear aagum. Fraud dhaan idhu.",bank_fraud,Tamil-English,2,scam
